color,team name,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,file_name
orange,,Delta,Steam,76561198430023485,23,Octane,383,104,0,0,1,1,9,8,5,0.0,273,53.66,1557,1270,287,17,25,263,142,121,3,11,28.61,39.49,118,430,158,1218,337141,263.81,69.12,95.35,24.98,22.5,5.9,237.58,62.25,139.11,36.45,4.97,1.3,11.63,0.19,61,214.7,182.4,3472,2740,3458,284.48,74.54,97.18,25.46,324.3,84.97,57.35,15.03,286.57,75.09,68.6,17.97,26.48,6.94,0,0,csv_425.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,411,770,2,1,3,5,13,4,1,40.0,377,52.43,2536,1900,636,23,56,280,177,103,2,9,72.59,22.8,176,297,12,1511,574715,185.85,45.21,166.91,40.61,58.29,14.18,208.56,50.74,185.84,45.21,16.64,4.05,5.28,0.14,37,187.9,198.4,2526,2418,2612,306.31,74.52,104.74,25.48,313.07,76.17,97.97,23.83,246.86,60.06,108.96,26.51,55.22,13.43,0,0,csv_426.csv
blue,,guri melby,Steam,76561198390289654,23,Octane,411,529,1,1,4,4,13,4,3,25.0,463,52.15,3065,2436,629,34,54,862,699,163,9,14,38.28,50.91,560,963,200,1506,569288,200.29,49.09,148.01,36.28,59.67,14.63,242.64,59.47,154.22,37.8,11.11,2.72,5.68,0.12,46,197.1,184.0,2265,2303,2243,314.64,77.13,93.32,22.87,293.37,71.91,114.6,28.09,240.65,58.99,99.88,24.48,67.43,16.53,1,1,csv_426.csv
orange,,Mnsoxr,Epic,a703cbeb328d41979942ecf1bc45ef79,23,Octane,411,813,2,2,3,10,9,3,3,20.0,438,42.8,2775,2109,666,23,60,453,202,251,3,22,70.06,34.28,388,213,97,1535,577530,190.41,46.68,142.75,35.0,74.71,18.32,232.32,56.96,165.53,40.58,10.03,2.46,10.52,0.11,98,201.3,182.5,2205,2171,2228,322.12,78.97,85.76,21.03,236.42,57.96,171.46,42.04,163.3,40.04,143.8,35.26,100.78,24.71,0,1,csv_426.csv
orange,,KkombaT-GB,PS4,KkombaT-GB,4284,Fennec,411,626,2,0,2,3,9,3,0,66.67,365,45.28,2423,1760,663,20,60,389,196,193,3,18,55.37,37.42,280,261,116,1377,523276,241.01,58.64,125.25,30.47,44.75,10.89,246.37,59.94,144.34,35.12,20.3,4.94,7.62,0.14,54,184.0,200.8,2352,2129,2510,328.58,79.94,82.43,20.06,235.26,57.24,175.75,42.76,166.5,40.51,144.51,35.16,100.0,24.33,1,0,csv_426.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,398,485,1,0,3,3,13,9,4,33.33,353,48.13,2360,1905,455,24,40,425,298,127,4,11,66.45,31.97,305,371,67,1508,491315,184.3,48.87,143.46,38.04,49.34,13.08,189.87,50.35,171.97,45.6,15.27,4.05,4.51,0.13,36,193.2,215.1,2467,1902,2862,252.76,67.03,124.35,32.97,264.81,70.22,112.3,29.78,200.46,53.16,110.04,29.18,66.61,17.66,0,4,csv_427.csv
blue,,Tetsuo1190,Epic,1317301473ef4677ad0b65c07d07cc60,23,Octane,398,181,0,1,1,0,13,9,5,0.0,260,55.06,1697,1285,412,18,37,206,146,60,2,5,15.86,67.82,330,526,53,1347,432372,249.76,64.1,118.52,30.42,21.34,5.48,276.25,70.9,100.42,25.77,12.95,3.32,13.9,0.19,74,218.6,193.2,2664,2625,2715,276.84,71.05,112.78,28.95,301.41,77.36,88.21,22.64,234.69,60.24,110.35,28.32,44.58,11.44,0,1,csv_427.csv
orange,,the_river01,PS4,the_river01,4284,Fennec,398,1039,6,2,1,7,3,1,1,85.71,390,50.88,2616,1874,742,22,67,547,274,273,3,24,34.5,30.08,295,353,30,1486,532797,195.46,49.17,153.21,38.54,48.88,12.3,218.92,55.07,170.31,42.84,8.31,2.09,8.21,0.19,44,188.6,170.9,2492,2306,2825,307.24,77.29,90.3,22.71,222.07,55.86,175.48,44.14,146.68,36.9,156.7,39.42,94.17,23.69,4,0,csv_427.csv
orange,,oX_ToXiiCkZz_Xo,PS4,oX_ToXiiCkZz_Xo,23,Octane,398,724,3,2,1,6,3,1,0,50.0,376,54.8,2581,2097,484,27,46,593,459,134,7,13,52.8,48.77,294,645,253,1530,549719,179.9,45.24,167.4,42.09,50.39,12.67,222.7,56.0,150.07,37.74,24.91,6.26,6.31,0.17,37,170.7,188.5,2436,2529,2309,308.54,77.58,89.14,22.42,229.2,57.63,168.48,42.37,163.43,41.1,116.75,29.36,117.5,29.55,1,0,csv_427.csv
blue,,Rakan,Steam,76561199028823838,23,Octane,275,807,3,1,3,5,5,1,0,60.0,468,44.26,2064,1709,355,19,31,594,467,127,5,11,34.13,30.67,285,203,38,1635,407559,107.16,39.39,101.35,37.25,63.56,23.36,125.01,45.95,121.6,44.69,25.46,9.36,5.7,0.11,50,122.6,133.2,2606,2054,3120,217.73,80.02,54.35,19.98,161.7,59.43,110.38,40.57,127.46,46.85,71.36,26.23,73.26,26.93,0,1,csv_428.csv
blue,,SF - off holiday,Epic,0b75652454d04d5e8f13a78b6c69538e,23,Octane,275,320,2,0,0,3,5,1,1,66.67,383,46.68,1730,1016,714,13,65,278,50,228,1,20,35.4,20.56,206,307,57,1548,387337,123.44,45.38,105.88,38.92,42.72,15.7,152.49,56.05,109.92,40.41,9.63,3.54,6.91,0.11,63,136.8,120.4,2295,2473,2086,212.71,78.19,59.33,21.81,178.26,65.53,93.78,34.47,135.88,49.95,78.06,28.69,58.1,21.36,1,1,csv_428.csv
orange,,italic,Steam,76561198021360335,4284,Fennec,275,424,0,1,3,2,8,5,4,0.0,439,51.61,1777,1248,529,15,47,505,320,185,4,16,21.31,20.7,278,130,11,1532,386588,127.52,46.37,107.44,39.06,40.07,14.57,142.1,51.67,112.77,41.0,20.17,7.33,4.0,0.14,29,133.7,124.9,2674,2497,2841,190.77,69.36,84.27,30.64,176.09,64.02,98.95,35.98,144.81,52.65,69.82,25.39,60.41,21.96,1,0,csv_428.csv
orange,,Tetsuo1190,Epic,1317301473ef4677ad0b65c07d07cc60,23,Octane,275,240,1,0,0,3,8,5,1,33.33,387,55.49,1651,1272,379,16,35,440,301,139,4,12,17.65,34.85,330,355,100,1440,357146,144.73,53.51,95.71,35.39,30.04,11.11,170.86,63.17,89.31,33.02,10.3,3.81,4.0,0.09,44,122.6,128.2,2311,1939,2664,186.67,69.02,83.8,30.98,170.0,62.85,100.47,37.15,134.08,49.57,77.81,28.77,58.58,21.66,1,1,csv_428.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,413,601,1,1,2,4,7,1,1,25.0,456,56.18,3015,2205,810,31,73,1032,736,296,9,25,46.45,42.48,601,714,91,1646,643506,142.65,35.01,179.95,44.16,84.86,20.83,216.87,53.22,176.43,43.3,14.16,3.48,7.91,0.13,63,186.7,217.8,2435,2285,2580,297.32,72.97,110.14,27.03,230.22,56.5,177.24,43.5,167.36,41.07,126.72,31.1,113.37,27.82,2,2,csv_429.csv
blue,,Caspurr.,Epic,ff917fb1d725453aabc74a5bf2089aab,23,Octane,413,405,1,1,2,4,7,1,0,25.0,471,53.78,3156,2572,584,29,53,386,230,156,3,14,54.69,54.69,547,352,69,1609,619573,151.66,37.71,175.19,43.56,75.32,18.73,255.66,63.57,143.23,35.62,3.27,0.81,7.91,0.11,75,225.3,177.6,2625,2672,2558,316.07,78.59,86.09,21.41,242.31,60.25,159.86,39.75,169.46,42.14,150.52,37.43,82.18,20.43,0,3,csv_429.csv
orange,,SF - off holiday,Epic,0b75652454d04d5e8f13a78b6c69538e,23,Octane,413,556,1,0,2,3,8,2,1,33.33,476,46.69,3086,2200,886,25,66,672,474,198,5,18,50.65,39.4,496,321,25,1529,605018,184.75,44.87,164.25,39.9,62.7,15.23,237.61,57.72,166.74,40.5,7.34,1.78,9.21,0.08,110,173.7,227.8,1931,1666,2145,298.22,72.44,113.47,27.56,262.42,63.74,149.28,36.26,204.12,49.58,119.82,29.1,87.75,21.31,4,0,csv_429.csv
orange,,Awaken,Steam,76561198209124841,4284,Fennec,413,289,0,1,2,4,8,2,1,0.0,340,49.5,2383,1478,905,17,78,299,90,209,1,18,38.16,12.68,278,230,9,1454,565735,196.11,48.32,166.98,41.15,42.74,10.53,237.01,58.4,159.6,39.33,9.2,2.27,5.07,0.11,45,227.7,167.6,2375,2447,2262,288.69,71.14,117.12,28.86,286.68,70.64,119.14,29.36,208.42,51.36,127.75,31.48,69.65,17.16,1,2,csv_429.csv
blue,,Sense,Steam,76561198065361869,23,Octane,357,386,1,1,1,2,3,1,0,50.0,392,52.89,2267,1667,600,22,56,730,510,220,6,19,33.07,19.75,142,494,89,1449,485973,175.37,49.97,132.4,37.73,43.15,12.3,176.53,50.31,146.43,41.73,27.95,7.97,10.88,0.13,81,182.1,160.6,2291,1955,2612,257.18,73.29,93.73,26.71,203.93,58.11,146.98,41.89,151.88,43.28,98.1,27.96,100.93,28.76,0,2,csv_43.csv
blue,,:),Steam,76561198367450983,23,Octane,357,361,1,0,1,3,3,1,1,33.33,446,53.54,2622,2060,562,26,50,560,332,228,4,20,47.32,44.28,279,550,71,1636,551510,126.2,35.8,167.12,47.4,59.22,16.8,212.13,60.17,132.6,37.61,7.81,2.22,4.87,0.14,34,166.8,179.4,2515,2484,2525,256.45,72.74,96.09,27.26,210.43,59.69,142.11,40.31,140.25,39.78,136.65,38.76,75.64,21.46,1,1,csv_43.csv
orange,,italic,Steam,76561198021360335,23,Octane,357,308,1,0,0,2,5,2,1,50.0,436,52.44,2644,1952,692,24,57,764,492,272,7,24,52.16,45.25,287,250,111,1590,543061,145.45,40.74,149.46,41.87,62.08,17.39,189.38,53.05,147.89,41.43,19.71,5.52,3.81,0.12,33,173.2,170.5,2262,2049,2477,243.31,68.16,113.68,31.84,214.91,60.2,142.08,39.8,158.57,44.42,118.7,33.25,79.72,22.33,1,0,csv_43.csv
orange,,EasterRL,Epic,61ded5da6587494386b389dfdf3072c7,4284,Fennec,357,212,0,0,1,1,5,2,1,0.0,394,45.32,2404,1736,668,20,59,490,251,239,3,21,60.87,28.39,327,281,48,1575,532829,145.63,41.15,154.8,43.74,53.48,15.11,174.48,49.3,162.52,45.92,16.91,4.78,4.74,0.1,48,169.8,169.8,2280,1958,2630,230.94,65.25,122.97,34.75,222.87,62.97,131.05,37.03,154.66,43.7,121.25,34.26,78.01,22.04,2,1,csv_43.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,311,446,0,0,3,4,9,4,3,0.0,415,57.17,2139,1740,399,22,37,429,272,157,3,14,27.25,25.78,264,238,25,1580,467403,125.14,40.17,130.35,41.84,56.07,18.0,159.12,51.07,142.81,45.84,9.63,3.09,4.91,0.14,36,150.6,144.0,2121,1786,2302,204.05,65.5,107.5,34.5,194.04,62.28,117.51,37.72,147.68,47.4,97.3,31.23,66.58,21.37,1,0,csv_430.csv
blue,,ixHal,Steam,76561198134320214,23,Octane,311,219,0,0,1,0,9,4,1,0.0,408,49.74,2084,1590,494,19,38,594,366,228,5,14,41.8,63.64,414,341,150,1569,464514,132.98,42.71,126.97,40.78,51.43,16.52,161.08,51.73,135.13,43.4,15.17,4.87,4.08,0.1,39,144.0,150.5,2369,2419,2341,201.95,64.86,109.43,35.14,190.61,61.21,120.77,38.79,134.21,43.1,105.71,33.95,71.46,22.95,2,0,csv_430.csv
orange,,VeyZon,Epic,afe241b55c8b48009132f35d95260525,23,Octane,311,629,3,0,2,5,4,0,0,60.0,366,48.16,2007,1487,520,17,47,570,376,194,4,17,46.05,33.37,218,228,23,1478,426974,149.7,49.03,116.56,38.18,39.06,12.79,175.17,57.37,124.25,40.7,5.9,1.93,5.5,0.14,38,169.1,128.5,2354,2290,2404,256.16,83.9,49.16,16.1,185.51,60.76,119.81,39.24,136.08,44.57,92.64,30.34,76.6,25.09,0,2,csv_430.csv
orange,,Awaken,Steam,76561198209124841,4284,Fennec,311,450,1,1,1,4,4,0,0,25.0,359,49.42,2035,1352,683,16,59,672,416,256,5,22,33.87,13.13,205,247,83,1480,433608,140.62,45.58,134.75,43.68,33.12,10.74,162.87,52.8,131.87,42.75,13.75,4.46,4.07,0.13,31,131.0,169.3,2185,1908,2397,247.73,80.31,60.75,19.69,176.25,57.13,132.24,42.87,131.78,42.72,92.29,29.92,84.42,27.37,0,1,csv_430.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,379,629,3,0,2,5,10,5,4,60.0,458,55.21,2785,2277,508,26,44,374,280,94,3,9,46.97,24.42,254,265,19,1552,529997,168.98,45.01,149.25,39.76,57.16,15.23,194.46,51.8,155.88,41.52,25.05,6.67,5.5,0.13,44,181.2,168.2,2649,2575,2727,278.61,74.22,96.78,25.78,253.54,67.54,121.85,32.46,195.22,52.0,105.95,28.22,74.22,19.77,1,1,csv_431.csv
blue,,Skyy,Steam,76561198271025105,23,Octane,379,358,0,0,3,3,10,5,1,0.0,425,51.75,2516,1887,629,21,59,806,641,165,7,17,38.94,44.52,182,248,67,1471,504598,192.11,50.83,141.0,37.31,44.84,11.86,207.01,54.77,155.14,41.05,15.8,4.18,9.64,0.09,104,169.5,178.5,2844,2689,3011,261.67,69.23,116.28,30.77,262.6,69.48,115.35,30.52,196.01,51.86,117.2,31.01,64.74,17.13,0,0,csv_431.csv
orange,,Get Prime NOW,Epic,f70c465069204be5a1cad3474e2fbb66,23,Octane,379,957,4,1,2,7,8,3,2,57.14,363,49.71,2462,1864,598,24,52,592,436,156,6,13,39.59,46.28,79,498,163,1533,520411,181.25,48.3,156.34,41.66,37.66,10.04,188.97,50.36,160.17,42.68,26.1,6.96,5.67,0.14,42,177.3,171.0,2592,2439,2781,299.04,79.69,76.2,20.31,237.74,63.36,137.51,36.64,182.46,48.62,112.41,29.96,80.38,21.42,1,1,csv_431.csv
orange,,veeqz,Steam,76561198299562230,23,Octane,379,442,1,1,2,3,8,3,1,33.33,375,50.11,2354,1671,683,20,63,786,551,235,6,22,28.35,40.88,149,341,50,1490,510220,186.38,49.44,156.43,41.49,34.21,9.07,217.6,57.71,145.31,38.54,14.12,3.75,8.71,0.11,78,173.9,175.5,2649,2539,2668,280.14,74.3,96.88,25.7,230.12,61.03,146.91,38.97,174.56,46.3,115.93,30.75,86.54,22.95,0,0,csv_431.csv
blue,,boowly,Steam,76561198401246431,4284,Fennec,202,174,0,0,1,2,7,2,2,0.0,439,46.27,1484,1047,437,13,38,343,187,156,2,13,20.76,18.56,181,252,12,1539,297905,90.96,44.97,75.79,37.47,35.54,17.57,109.65,54.21,87.7,43.36,4.93,2.44,5.63,0.13,42,112.5,79.4,2180,2069,2244,133.78,66.13,68.51,33.87,122.29,60.46,79.99,39.54,94.7,46.81,67.4,33.32,40.19,19.87,0,0,csv_432.csv
blue,,HarveyF1,Steam,76561198131935063,23,Octane,202,148,0,0,1,3,7,2,0,0.0,440,53.75,1524,1220,304,13,28,570,497,73,5,7,29.46,23.53,120,101,2,1562,301965,85.03,42.18,88.59,43.95,27.97,13.87,103.99,51.58,86.53,42.92,11.07,5.49,3.67,0.09,40,79.7,112.6,2399,2370,2400,120.41,59.73,81.17,40.27,109.93,54.53,91.66,45.47,78.77,39.07,61.6,30.56,61.22,30.37,0,0,csv_432.csv
orange,,italic,Steam,76561198021360335,4284,Fennec,202,563,1,1,3,3,5,0,0,33.33,441,55.36,1513,1196,317,16,27,366,239,127,4,11,28.08,28.76,216,194,9,1624,315786,75.23,37.18,89.05,44.01,38.04,18.8,100.12,49.49,95.47,47.19,6.73,3.33,3.6,0.13,27,73.5,119.0,2616,2299,3086,145.57,71.95,56.75,28.05,118.78,58.71,83.54,41.29,91.19,45.07,54.83,27.1,56.3,27.83,0,0,csv_432.csv
orange,,Teddoche_,Steam,76561198160475120,4284,Fennec,202,355,1,1,1,4,5,0,0,25.0,327,52.86,1128,896,232,11,21,171,86,85,1,8,16.23,29.59,29,210,13,1488,288140,93.11,46.17,91.0,45.12,17.57,8.71,105.71,52.41,88.68,43.97,7.3,3.62,4.6,0.1,48,118.3,73.4,2993,2452,3548,146.22,72.5,55.46,27.5,124.11,61.54,77.57,38.46,87.79,43.53,69.44,34.43,44.45,22.04,0,0,csv_432.csv
blue,,Shy Guy,Steam,76561198278692070,4284,Fennec,365,600,2,1,2,5,6,2,1,40.0,291,48.88,1934,1256,678,16,61,424,134,290,2,26,31.52,49.69,245,364,76,1461,498526,196.91,54.0,128.79,35.32,38.94,10.68,225.96,61.97,131.41,36.04,7.27,1.99,5.41,0.09,58,209.7,132.2,2592,2421,2797,299.65,82.18,64.99,17.82,218.61,59.95,146.03,40.05,154.69,42.42,137.34,37.66,72.61,19.91,0,0,csv_433.csv
blue,,IsteveI,Steam,76561198239125134,23,Octane,365,426,1,1,0,4,6,2,1,25.0,404,47.16,2523,1821,702,21,62,921,756,165,8,14,59.75,38.17,411,298,48,1591,542962,146.99,40.31,163.5,44.84,54.16,14.85,220.23,60.39,122.4,33.57,22.02,6.04,4.64,0.16,29,132.7,210.5,2318,1984,2598,257.63,70.65,107.01,29.35,205.3,56.3,159.34,43.7,143.97,39.48,115.99,31.81,104.68,28.71,4,0,csv_433.csv
orange,,Boli,Steam,76561198053298211,4284,Fennec,365,582,0,1,5,2,9,3,1,0.0,350,44.76,2056,1320,736,18,64,382,172,210,3,18,24.66,34.99,128,407,133,1588,525773,145.78,41.02,155.24,43.69,54.34,15.29,211.78,59.6,133.65,37.61,9.92,2.79,6.17,0.09,66,187.4,162.5,2198,2416,1988,272.43,76.66,82.93,23.34,254.06,71.49,101.3,28.51,195.77,55.09,101.89,28.67,57.7,16.24,0,3,csv_433.csv
orange,,italic,Steam,76561198021360335,4284,Fennec,365,416,2,0,1,4,9,3,1,50.0,469,60.16,2782,2334,448,30,42,536,412,124,5,12,34.84,34.27,229,411,87,1616,548093,136.8,37.89,168.04,46.55,56.16,15.56,193.04,53.48,150.86,41.79,17.09,4.73,5.44,0.13,41,166.8,181.3,2320,2226,2411,257.21,71.25,103.78,28.75,257.69,71.38,103.3,28.62,197.13,54.61,107.78,29.86,56.08,15.54,0,1,csv_433.csv
blue,,FMT-KleazRR,PS4,FMT-KleazRR,23,Octane,502,492,1,0,1,3,9,2,1,33.33,325,49.82,2521,1634,887,23,73,636,273,363,4,24,56.82,50.68,262,701,132,1470,703904,255.29,51.52,193.04,38.96,47.15,9.52,289.58,58.45,172.97,34.91,32.92,6.64,4.04,0.09,44,256.8,231.5,2194,2112,2262,378.16,76.32,117.31,23.68,339.67,68.56,155.79,31.44,264.23,53.33,148.58,29.99,82.66,16.68,1,2,csv_434.csv
blue,,Fehlmann,Steam,76561198058039951,23,Octane,502,474,0,1,2,3,9,2,1,0.0,305,51.82,2575,1888,687,22,61,167,41,126,1,12,61.86,35.31,138,337,67,1452,700338,247.84,49.71,207.78,41.67,42.98,8.62,252.36,50.61,217.99,43.72,28.26,5.67,6.84,0.08,82,236.9,254.2,2614,2433,2797,357.52,71.7,141.09,28.3,356.51,71.5,142.09,28.5,262.99,52.75,158.86,31.86,76.75,15.39,0,1,csv_434.csv
orange,,italic,Steam,76561198021360335,4284,Fennec,502,720,2,0,2,5,6,1,1,40.0,464,59.66,3906,3192,714,45,63,1300,978,322,13,28,36.56,59.83,663,900,185,1642,797228,173.48,34.58,229.03,45.66,99.1,19.76,251.59,50.16,208.71,41.61,41.31,8.24,8.65,0.12,73,210.1,277.4,2346,1843,2851,369.01,73.56,132.61,26.44,275.12,54.85,226.5,45.15,182.7,36.42,168.49,33.59,150.43,29.99,2,0,csv_434.csv
orange,,UnoReverseCard,Steam,76561198145690532,4284,Fennec,502,443,0,0,3,4,6,1,0,0.0,359,59.37,3113,2259,854,32,74,708,512,196,9,17,33.82,70.61,341,998,396,1532,738118,225.06,45.19,213.14,42.79,59.88,12.02,295.83,59.39,177.53,35.64,24.73,4.96,8.98,0.12,73,277.7,207.4,2428,2190,2666,391.7,78.64,106.38,21.36,305.47,61.33,192.61,38.67,209.66,42.09,180.26,36.19,108.17,21.72,1,1,csv_434.csv
blue,,Milf,Steam,76561198843697862,23,Octane,303,643,2,1,2,4,3,0,0,50.0,380,51.25,1902,1432,470,17,34,544,289,255,3,15,30.17,37.34,210,272,21,1597,463946,119.68,39.53,124.67,41.18,58.41,19.29,143.4,47.36,139.56,46.09,19.81,6.54,5.81,0.11,54,136.3,155.2,2434,2621,2273,229.87,75.92,72.9,24.08,179.69,59.35,123.07,40.65,122.66,40.51,102.46,33.84,77.64,25.64,0,0,csv_435.csv
blue,,smoshedpotato,Epic,c1bb92bcc02d4c6daf637d024d9e736d,23,Octane,303,312,1,0,1,5,3,0,0,20.0,367,56.06,1873,1215,658,20,58,452,234,218,4,19,17.85,48.15,160,801,171,1455,418130,151.79,50.64,112.06,37.39,35.89,11.97,164.3,54.82,117.1,39.07,18.33,6.12,6.75,0.1,66,155.9,133.6,2644,2500,2644,241.42,80.54,58.32,19.46,185.55,61.91,114.18,38.09,130.53,43.55,100.03,33.37,69.18,23.08,0,1,csv_435.csv
orange,,VENGEANCE,Steam,76561198324550879,23,Octane,303,278,0,0,2,1,9,3,2,0.0,389,48.65,1901,1449,452,16,40,433,299,134,3,12,47.67,30.39,269,156,7,1517,441476,143.54,47.4,113.46,37.47,45.8,15.13,152.71,50.43,131.43,43.4,18.67,6.17,8.11,0.09,93,151.5,137.6,2271,1960,2515,201.93,66.69,100.87,33.31,190.67,62.97,112.13,37.03,142.54,47.07,99.33,32.8,60.94,20.12,1,0,csv_435.csv
orange,,italic,Steam,76561198021360335,4284,Fennec,303,196,0,0,1,2,9,3,1,0.0,436,52.69,2354,1869,485,21,45,820,669,151,7,14,35.11,25.67,441,252,30,1653,481987,113.33,37.44,125.58,41.49,63.79,21.07,169.46,55.98,127.21,42.03,6.03,1.99,4.74,0.11,44,137.2,151.5,2623,2372,2805,198.9,65.71,103.8,34.29,189.48,62.6,113.22,37.4,143.29,47.34,93.82,30.99,65.59,21.67,0,0,csv_435.csv
blue,,Reysse_,Epic,4dec5b5ea2ba4fe0bd74b6419e8f95ed,4284,Fennec,401,736,2,1,3,6,9,4,2,33.33,389,51.62,2644,2198,446,27,43,436,295,141,4,15,35.96,61.67,490,526,109,1576,577030,181.68,45.74,146.45,36.87,69.08,17.39,223.53,56.28,155.09,39.04,18.59,4.68,6.31,0.1,64,198.4,170.2,2891,2838,2943,304.35,76.62,92.86,23.38,265.24,66.78,131.96,33.22,202.41,50.96,124.02,31.22,70.78,17.82,2,1,csv_436.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,401,423,1,0,2,4,9,4,2,25.0,395,53.14,2625,1947,678,25,61,258,55,203,1,20,69.53,33.18,442,367,0,1567,579592,172.73,43.14,158.14,39.5,69.5,17.36,222.09,55.47,165.41,41.31,12.88,3.22,7.17,0.14,52,173.8,198.8,2551,2608,2507,271.48,67.81,128.89,32.19,252.17,62.98,148.21,37.02,186.66,46.62,130.0,32.47,83.72,20.91,3,0,csv_436.csv
orange,,Murox,Steam,76561198278868759,403,Dominus,401,830,1,3,4,3,10,3,1,33.33,470,53.52,3295,2826,469,36,42,649,551,98,7,9,67.55,51.24,678,796,148,1655,594410,146.48,37.6,162.13,41.62,80.93,20.78,209.16,53.7,158.06,40.58,22.31,5.73,6.41,0.13,49,158.1,214.7,2798,2305,3289,264.73,67.96,124.8,32.04,237.5,60.97,152.03,39.03,177.03,45.45,111.52,28.63,100.99,25.93,0,3,csv_436.csv
orange,,LaYyy__,Steam,76561198305702536,23,Octane,401,730,3,0,1,6,10,3,2,50.0,299,51.11,1913,918,995,10,80,427,100,327,1,28,42.48,23.47,65,92,0,1479,542123,207.79,52.26,140.35,35.3,49.44,12.44,222.0,55.84,156.82,39.44,18.76,4.72,9.18,0.11,86,224.2,156.2,2465,2348,2564,313.61,78.88,83.97,21.12,256.29,64.46,141.28,35.54,191.07,48.06,121.8,30.64,84.71,21.31,1,2,csv_436.csv
blue,,NoSk MeTraN,XBox,72ed780100000900,23,Octane,348,597,3,0,1,8,5,2,0,37.5,410,48.67,2321,1687,634,21,54,555,295,260,4,22,37.22,43.11,544,420,104,1551,506194,147.44,42.7,135.95,39.37,61.88,17.92,215.4,62.38,118.51,34.32,11.37,3.29,5.24,0.21,25,161.8,165.7,2420,2253,2592,259.54,75.17,85.73,24.83,189.94,55.01,155.34,44.99,121.05,35.06,125.21,36.26,99.02,28.68,2,1,csv_437.csv
blue,,Sharkii :3,Steam,76561198440212734,23,Octane,348,467,0,2,2,3,5,2,2,0.0,517,55.42,3158,2769,389,35,35,894,681,213,10,19,32.39,92.68,1049,734,318,1693,556055,119.3,34.27,153.27,44.03,75.54,21.7,198.24,56.95,129.25,37.13,20.62,5.92,3.94,0.12,33,165.8,164.7,2186,1970,2347,254.33,73.06,93.79,26.94,184.74,53.07,163.37,46.93,134.59,38.66,114.68,32.94,98.85,28.4,3,0,csv_437.csv
orange,,KraaSy,Steam,76561198940436660,4284,Fennec,348,656,1,1,5,4,11,3,3,25.0,375,40.25,1957,1401,556,16,48,466,291,175,3,16,48.94,30.07,375,198,8,1469,467055,172.03,50.75,111.11,32.78,55.82,16.47,191.22,56.41,127.18,37.52,20.57,6.07,5.07,0.12,43,178.1,159.6,2109,1788,2440,258.77,76.34,80.19,23.66,244.38,72.1,94.58,27.9,187.35,55.27,94.22,27.8,57.4,16.93,0,3,csv_437.csv
orange,,italic,Steam,76561198021360335,4284,Fennec,348,486,1,0,3,1,11,3,0,100.0,328,48.4,1950,1330,620,16,54,234,78,156,1,13,40.57,34.31,243,270,21,1581,511421,152.45,44.55,138.73,40.54,51.03,14.91,208.55,60.94,125.55,36.69,8.11,2.37,7.1,0.13,56,162.4,175.1,2718,2627,2786,239.51,69.99,102.7,30.01,247.78,72.41,94.43,27.59,179.85,52.56,112.58,32.9,49.78,14.55,1,2,csv_437.csv
blue,,Clxrky--,Epic,71f9ec74ea474bd3a8e2dea84a2dda10,23,Octane,335,569,1,2,1,1,4,1,1,100.0,300,55.84,1838,1340,498,19,46,374,229,145,4,14,21.3,45.71,116,587,186,1398,442544,187.92,56.61,114.39,34.46,29.65,8.93,184.88,55.69,131.43,39.59,15.65,4.71,5.54,0.14,40,151.2,172.7,2418,2227,2537,237.68,71.6,94.27,28.4,204.8,61.7,127.15,38.3,154.24,46.46,105.7,31.84,72.01,21.69,1,1,csv_438.csv
blue,,italic,Steam,76561198021360335,4284,Fennec,335,446,2,0,1,3,4,1,0,66.67,437,54.4,2368,1836,532,22,47,158,25,133,1,13,39.07,27.46,157,233,81,1548,484840,139.09,42.28,141.73,43.08,48.14,14.63,179.79,54.65,137.34,41.75,11.83,3.6,7.04,0.12,59,175.9,145.0,2625,2544,2674,247.21,75.15,81.75,24.85,223.08,67.81,105.88,32.19,166.5,50.61,107.71,32.74,54.75,16.64,0,2,csv_438.csv
