goals-a,shots-a,shots conceded-a,goals conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,percentage slow speed-a,percentage boost speed-a,percentage supersonic speed-a,percentage on ground-a,percentage low in air-a,percentage high in air-a,count powerslide-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,percentage behind ball-a,percentage in front of ball-a,percentage defensive half-a,percentage offensive half-a,percentage defensive third-a,percentage neutral third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,percentage slow speed-b,percentage boost speed-b,percentage supersonic speed-b,percentage on ground-b,percentage low in air-b,percentage high in air-b,count powerslide-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,percentage behind ball-b,percentage in front of ball-b,percentage defensive half-b,percentage offensive half-b,percentage defensive third-b,percentage neutral third-b,percentage offensive third-b,demos inflicted-b,demos taken-b
7.0,10.0,17.0,6.0,382.5,45.83,2370.0,1728.0,642.0,19.5,57.0,244.5,99.0,145.5,1.0,12.5,349.0,164.5,0.5,1462.5,546198.5,54.71,38.83,14.68,65.81,46.29,2.53,42.0,2657.5,2519.0,2823.5,76.9,28.73,71.55,28.57,55.94,29.0,16.37,1.0,1.5,406.0,46.475,2927.5,2384.0,543.5,27.0,47.0,495.5,336.0,159.5,3.5,14.0,367.5,320.5,15.0,1488.5,556936.0,50.43,39.71,12.94,59.02,38.02,6.29,15.0,2535.5,2511.0,2563.0,74.57,25.82,67.41,36.25,46.83,35.43,21.04,1.5,1.0
4.0,11.0,5.0,2.0,400.0,54.205,2284.0,1714.0,570.0,22.0,53.5,549.0,332.5,216.5,4.0,20.5,257.5,452.5,43.5,1498.5,494396.5,55.17,37.87,20.97,64.72,44.28,4.07,35.5,2612.0,2433.5,2877.5,78.41,27.82,61.85,39.4,49.19,31.97,24.99,1.5,1.5,397.0,41.64,2371.5,1827.5,544.0,20.0,47.5,398.0,218.0,180.0,2.5,16.0,448.5,181.0,34.5,1540.5,506739.5,48.66,40.01,15.8,67.12,35.02,5.2,20.5,2307.5,2048.5,2510.0,72.73,31.94,65.09,39.44,46.73,32.73,22.18,1.5,1.5
2.0,6.0,8.0,3.0,403.0,48.370000000000005,2385.5,1804.0,581.5,22.0,52.5,448.5,235.5,213.0,2.5,20.0,287.5,345.5,14.0,1543.0,507025.5,55.72,43.41,23.26,65.97,44.76,5.41,39.5,2251.0,2145.5,2372.5,72.77,29.63,60.59,39.86,46.53,34.17,26.54,0.5,0.0,428.5,48.755,2386.0,1846.5,539.5,21.5,48.5,344.0,193.5,150.5,2.0,13.5,373.5,310.0,18.0,1610.5,527630.0,40.06,49.55,16.7,65.23,41.6,5.63,49.5,2382.0,2134.5,2584.0,78.77,28.55,62.29,39.49,46.28,35.84,24.64,0.0,0.5
2.0,6.0,9.0,5.0,384.5,52.245000000000005,2060.5,1600.5,460.0,20.0,42.5,486.5,366.0,120.5,4.0,11.5,226.0,355.0,36.5,1511.5,434873.0,52.8,38.28,19.32,61.95,43.43,4.17,43.0,2506.0,2582.5,2440.0,72.42,31.21,67.56,35.38,52.98,25.71,22.68,1.0,2.0,409.5,49.515,2134.5,1607.0,527.5,19.0,46.0,423.0,266.0,157.0,3.0,13.5,211.5,253.5,38.0,1472.0,429031.0,52.19,40.4,13.1,62.4,38.14,3.75,12.5,2720.5,2437.0,2947.0,80.63,28.48,68.34,37.56,50.93,36.72,19.34,2.0,1.0
3.0,4.0,7.0,1.0,375.5,50.79,2237.0,1717.0,520.0,21.0,48.5,493.0,340.5,152.5,4.0,14.5,325.0,330.0,43.5,1407.5,432006.0,65.94,39.09,21.38,66.94,42.92,1.88,42.5,2377.5,2284.0,2495.0,74.55,35.07,62.4,41.46,47.34,46.38,23.0,1.5,1.0,401.5,55.095,2282.0,1809.5,472.5,23.0,42.5,679.0,514.0,165.0,7.0,14.5,432.0,461.5,185.0,1458.5,445073.5,56.31,39.59,17.23,64.33,37.6,4.55,39.0,2259.0,2017.5,2410.0,75.42,31.54,65.75,38.16,44.32,42.08,27.03,1.0,1.5
1.0,7.0,8.0,2.0,376.0,57.755,2066.5,1543.0,523.5,20.5,49.5,393.5,189.0,204.5,3.5,19.0,360.0,434.5,122.0,1492.5,480751.5,58.41,35.21,25.16,60.82,40.16,2.89,49.5,2518.5,2243.0,2763.0,77.08,29.68,56.61,43.87,41.29,35.99,27.64,0.5,0.0,383.5,53.13,2199.5,1725.5,474.0,22.0,41.5,493.5,321.0,172.5,4.0,15.5,185.0,468.5,83.5,1466.0,470083.0,50.07,40.64,12.98,59.14,42.39,3.65,50.5,2158.0,2036.5,2273.0,74.65,28.02,65.79,35.55,51.41,34.51,20.32,0.0,0.5
4.0,7.0,4.0,0.0,410.0,50.345,2279.0,1729.0,550.0,21.0,49.0,361.5,207.0,154.5,2.5,14.0,312.0,344.0,38.5,1523.0,493138.0,51.57,42.31,19.03,67.12,47.06,6.09,35.5,2410.5,2368.5,2468.0,75.66,29.69,63.85,37.98,48.32,34.36,20.24,1.5,0.0,384.0,47.05,2074.5,1514.0,560.5,18.5,47.5,308.0,123.5,184.5,2.0,16.5,219.5,321.0,59.0,1475.5,471369.0,49.99,41.31,12.87,61.92,45.45,3.8,54.5,2675.0,2538.5,2760.0,75.12,28.32,68.38,36.1,52.53,36.88,20.36,0.0,1.5
2.0,7.0,13.0,4.0,399.0,50.48,2324.5,1695.0,629.5,20.0,56.5,443.0,191.5,251.5,2.5,22.5,357.0,253.5,36.0,1562.5,525418.5,50.32,45.65,19.63,67.59,39.74,6.13,47.5,2520.0,2402.0,2633.5,76.34,40.01,62.11,45.22,45.75,40.7,24.34,0.5,0.0,400.0,49.715,2471.0,1907.0,564.0,23.5,47.5,554.5,346.5,208.0,4.0,14.5,292.5,463.5,52.5,1574.0,525951.0,50.66,41.4,23.53,60.03,38.35,6.26,37.5,2495.0,2526.0,2445.5,76.14,26.28,67.55,38.63,48.14,34.4,23.78,0.0,0.5
2.0,4.0,13.0,3.0,374.5,53.83,2233.5,1706.0,527.5,22.0,47.5,244.0,102.0,142.0,1.5,13.5,263.0,400.0,50.5,1500.0,483760.0,52.92,38.99,17.31,63.84,41.44,6.92,36.5,2689.5,2359.0,3069.0,74.99,32.87,72.6,32.23,58.79,36.99,15.6,1.0,2.0,503.5,50.415000000000006,2741.0,2179.5,561.5,27.0,46.0,498.5,301.0,197.5,4.0,13.5,597.0,481.5,56.0,1623.5,529772.5,40.02,42.04,24.86,58.5,44.5,8.66,45.0,2625.5,2443.5,2809.0,76.95,24.1,63.78,42.46,47.2,33.89,25.47,2.0,1.0
5.0,9.0,8.0,2.0,355.0,46.59,2009.0,1580.5,428.5,19.5,38.5,418.0,275.5,142.5,3.0,13.0,277.0,286.5,24.0,1462.5,485153.5,54.87,39.42,14.86,61.36,40.5,4.94,43.5,2478.5,2466.0,2502.5,78.52,33.76,66.24,40.32,50.19,29.87,25.15,0.0,0.0,349.5,50.4,2082.0,1595.5,486.5,19.0,43.0,436.5,245.0,191.5,3.5,16.0,349.5,315.5,104.5,1473.5,485420.0,51.27,42.57,11.29,61.26,37.05,4.73,31.5,2714.5,2460.0,2893.5,75.09,28.88,64.62,43.01,46.9,32.17,26.22,0.0,0.0
2.0,9.0,7.0,4.0,390.5,44.73,2218.0,1737.0,481.0,21.0,42.0,628.5,437.0,191.5,5.0,17.0,205.0,149.5,16.0,1480.0,500057.0,54.64,42.05,14.59,59.05,42.93,5.2,39.0,2457.0,2304.5,2710.5,67.29,33.23,55.18,45.56,42.22,33.93,33.4,1.5,1.5,413.5,46.04,2356.0,1736.0,620.0,20.5,53.5,635.0,465.0,170.0,5.0,15.0,500.5,317.5,37.0,1505.5,506953.5,46.78,41.54,13.19,62.19,43.44,5.62,25.5,2399.0,2207.5,2585.0,73.38,27.04,67.55,35.39,53.97,27.54,22.9,1.5,1.5
2.0,6.0,11.0,4.0,385.5,49.36,2327.5,1775.5,552.0,20.0,50.5,405.5,287.5,118.0,3.0,10.5,227.5,225.0,14.0,1461.0,484692.0,61.66,39.42,18.25,62.25,41.7,2.6,49.0,2519.0,2354.0,2665.5,68.68,35.28,69.68,32.63,52.63,31.24,16.97,0.5,0.0,390.5,48.94,2249.0,1602.5,646.5,20.0,57.0,693.0,488.0,205.0,6.0,18.5,305.5,401.0,112.5,1590.0,528211.5,44.03,41.74,17.67,59.98,37.14,6.93,91.0,2282.5,2093.0,2457.5,81.21,26.35,55.43,45.66,39.38,36.06,28.35,0.0,0.5
3.0,5.0,6.0,1.0,336.0,63.96,1704.0,1324.5,379.5,19.0,37.5,369.5,258.5,111.0,4.0,10.5,250.0,486.5,114.0,1523.0,420399.5,52.54,42.45,23.75,65.76,39.9,4.05,35.5,2627.5,2455.5,2844.5,76.04,24.18,63.12,40.72,44.18,39.09,27.05,1.0,0.5,325.5,53.5,1510.5,1078.0,432.5,13.5,38.5,237.0,118.0,119.0,1.5,10.5,341.5,284.0,36.0,1470.5,399325.0,51.32,41.41,11.58,68.66,29.84,2.56,15.5,2542.5,2298.5,2742.5,78.77,24.41,73.18,29.73,58.25,36.19,16.2,0.5,1.0
1.0,6.0,5.0,0.0,435.5,52.25,2315.0,1756.0,559.0,22.5,47.5,320.0,149.5,170.5,1.5,15.0,562.0,461.0,1.5,1681.5,519858.0,34.11,43.74,25.3,51.25,45.33,5.9,32.0,2239.5,2268.5,2212.5,75.57,25.1,66.48,36.64,50.42,30.29,21.68,0.5,0.5,471.0,52.135000000000005,2562.5,1998.0,564.5,23.5,51.0,618.0,391.5,226.5,4.0,20.0,346.0,367.0,7.5,1583.0,488507.5,44.13,43.33,21.52,52.93,43.19,6.8,63.5,2239.0,2109.0,2351.5,83.5,32.01,62.06,42.59,50.78,33.82,25.72,0.5,0.5
2.0,8.0,9.0,3.0,404.5,50.555,2347.0,1675.5,671.5,20.5,56.0,511.0,348.0,163.0,3.5,10.5,306.0,399.5,1.5,1469.0,476384.5,61.51,43.09,16.95,62.44,40.78,4.32,49.0,2410.0,2173.5,2557.5,71.3,32.47,77.15,28.12,60.02,28.88,19.67,0.0,1.5,412.5,51.78,2355.0,1754.0,601.0,20.5,50.5,513.0,343.5,169.5,3.5,16.0,358.0,304.0,9.0,1520.5,499607.5,45.83,42.71,13.14,57.55,38.4,6.27,63.0,2339.0,2320.5,2371.0,85.0,19.81,57.9,45.29,39.82,34.48,27.93,1.5,0.0
3.0,10.0,13.0,4.0,412.5,49.705,2592.0,2042.5,549.5,24.5,50.0,584.0,440.0,144.0,5.5,13.0,373.0,383.0,76.0,1566.5,525985.0,47.86,40.45,16.89,58.83,39.25,6.05,57.5,2435.5,2279.5,2585.5,74.01,26.42,66.77,37.07,49.11,37.4,23.66,0.0,1.0,387.0,51.515,2388.0,1705.5,682.5,22.5,60.0,598.0,386.0,212.0,5.0,19.5,631.0,575.5,125.5,1533.5,519208.0,48.21,38.11,22.3,65.08,36.64,4.98,62.5,2331.0,2160.5,2469.0,78.69,24.75,66.73,36.47,49.48,31.35,20.8,1.0,0.0
6.0,8.0,3.0,2.0,370.5,47.775,1722.0,1236.5,485.5,15.5,39.5,499.5,317.5,182.0,4.0,16.0,230.0,323.0,84.5,1473.5,388050.0,57.45,39.88,15.22,63.69,39.14,3.66,38.0,2428.5,2246.0,2648.5,80.52,25.74,55.47,45.91,41.09,32.62,29.84,1.5,0.5,397.0,52.3,1951.5,1573.5,378.0,18.0,33.0,307.0,225.0,82.0,2.5,7.0,243.0,234.0,24.5,1501.5,389452.5,53.23,41.63,16.01,67.73,39.71,5.7,31.0,2436.0,2189.0,2603.5,71.41,28.86,74.57,26.32,57.98,28.85,14.16,0.5,1.5
0.0,6.0,10.0,4.0,385.0,50.235,2140.0,1568.5,571.5,19.0,48.0,411.0,262.5,148.5,3.5,13.5,254.0,286.5,86.5,1530.0,488078.0,52.36,42.02,19.64,67.83,43.88,3.71,44.0,2393.5,2090.5,2681.0,76.16,31.39,67.11,38.54,50.62,33.24,21.85,0.0,1.0,337.0,46.02,1828.5,1118.0,710.5,14.0,56.5,414.5,164.5,250.0,2.0,21.5,278.5,295.5,37.5,1478.5,475681.5,55.69,38.84,14.57,65.4,41.69,3.99,68.0,2415.5,2268.5,2572.5,81.17,22.03,68.56,40.5,49.01,36.3,24.87,1.0,0.0
0.0,2.0,7.0,4.0,393.5,49.66,1563.5,1209.5,354.0,14.0,32.0,277.0,191.5,85.5,2.0,8.0,129.5,201.5,12.5,1508.5,331664.5,54.98,47.0,17.2,62.71,48.28,8.2,22.5,2458.5,2282.0,2616.5,67.98,36.46,71.66,37.71,51.61,33.4,24.23,0.5,0.5,377.0,55.39,1356.0,1097.5,258.5,15.5,24.0,305.5,217.0,88.5,3.0,8.0,199.0,426.5,44.0,1482.5,325843.0,60.8,37.01,19.62,70.88,41.72,4.02,13.0,2651.5,2496.0,2806.0,79.18,24.5,64.69,36.18,46.72,33.47,22.06,0.5,0.5
2.0,6.0,12.0,5.0,364.0,45.145,2228.5,1660.0,568.5,20.5,51.5,422.5,277.5,145.0,4.0,13.0,226.0,250.0,77.5,1469.5,503329.5,58.88,38.82,17.91,62.75,44.15,4.39,50.0,2312.0,2187.5,2414.5,70.52,29.52,68.84,31.3,53.25,27.36,20.15,0.5,1.0,401.0,50.815,2459.0,1829.5,629.5,23.0,57.0,455.5,293.0,162.5,3.5,15.5,328.5,490.5,66.0,1488.0,510719.5,49.46,41.29,10.48,65.6,37.39,4.9,55.5,2588.5,2439.0,2772.0,80.91,24.06,60.08,40.74,44.43,40.14,25.68,1.0,0.5
3.0,7.0,6.0,0.0,432.5,46.97,2390.5,1789.0,601.5,21.0,53.5,657.0,389.0,268.0,5.0,23.5,482.0,191.0,41.5,1545.0,497688.5,50.58,43.56,21.91,65.83,40.15,6.14,41.0,2434.5,2313.0,2584.5,68.48,31.58,58.66,46.97,39.06,36.58,32.95,2.5,0.5,490.5,48.38,2680.5,2191.5,489.0,25.0,42.5,498.5,348.5,150.0,4.0,12.5,576.5,318.5,50.5,1538.5,483907.5,42.57,43.35,14.54,63.96,38.58,5.78,28.5,2542.5,2213.5,2795.0,73.09,30.84,68.05,35.61,51.09,30.01,24.39,0.5,2.5
1.0,9.0,7.0,2.0,381.5,48.995000000000005,2909.0,2130.0,779.0,26.5,63.0,534.5,334.5,200.0,4.0,17.5,392.5,400.5,47.0,1505.0,664459.0,51.44,44.99,20.17,64.54,42.13,5.65,58.0,2580.5,2367.5,2839.0,71.16,30.94,61.96,40.59,44.28,33.98,23.72,1.0,2.0,409.5,48.010000000000005,3179.5,2510.5,669.0,29.0,60.0,666.0,415.5,250.5,4.5,22.0,580.0,398.0,33.5,1507.5,665584.0,49.14,42.61,17.93,60.71,38.94,4.75,85.0,2666.0,2469.0,2831.0,73.84,30.17,64.29,38.54,47.74,33.65,23.41,2.0,1.0
2.0,8.0,9.0,3.0,393.0,50.795,2432.5,1822.5,610.0,22.5,52.0,732.0,494.5,237.5,5.0,21.5,340.0,320.0,0.5,1517.0,560561.0,51.77,41.3,20.78,62.75,41.56,5.94,55.5,2391.5,2237.5,2548.5,77.44,36.6,64.83,40.14,53.01,38.14,21.82,2.0,0.5,342.0,47.205,2222.5,1513.0,709.5,19.0,60.0,420.0,203.5,216.5,2.5,18.5,254.0,362.0,45.5,1468.0,537043.5,52.53,37.66,12.65,62.67,35.37,4.82,79.0,2571.5,2319.0,2794.0,79.92,20.95,63.07,37.49,48.16,32.24,23.86,0.5,2.0
4.0,8.0,9.0,3.0,380.5,53.53,2745.0,2081.5,663.5,26.0,59.5,639.0,395.0,244.0,5.0,21.5,482.5,529.0,104.0,1566.5,623159.0,43.94,40.24,17.48,58.6,45.52,4.26,69.0,2371.0,2329.0,2389.5,74.57,26.47,66.39,38.48,51.1,29.52,24.13,1.0,0.5,440.0,49.37,3104.5,2325.5,779.0,29.0,69.5,572.5,274.5,298.0,4.0,26.5,486.5,553.5,124.5,1566.5,621691.0,44.12,40.23,21.51,61.49,47.16,7.53,118.0,2160.5,1956.5,2403.0,76.0,28.57,67.91,38.7,50.01,30.09,23.57,0.5,1.0
3.0,7.0,4.0,4.0,465.0,48.95,2760.0,1955.0,805.0,23.5,67.5,720.0,403.0,317.0,5.0,23.5,490.0,367.5,69.0,1616.5,560405.5,44.99,41.25,20.37,58.24,39.77,5.94,58.5,2466.5,2243.0,2627.5,72.9,29.12,58.7,41.45,42.46,33.67,26.17,0.0,1.0,443.5,49.33,2580.0,2132.0,448.0,25.5,40.5,458.5,291.0,167.5,4.0,15.0,282.0,435.5,110.5,1626.5,568290.0,47.68,43.67,22.29,56.91,48.49,9.29,68.0,2508.0,2407.0,2643.5,73.69,33.4,68.17,37.11,49.67,32.64,23.21,1.0,0.0
3.0,11.0,11.0,4.0,385.0,51.265,2408.0,1924.0,484.0,25.0,42.5,711.5,545.0,166.5,6.0,14.5,364.0,432.0,47.5,1470.0,497161.0,51.05,36.14,14.35,58.26,43.04,4.9,45.0,2364.0,2004.5,2655.0,72.39,28.31,67.71,34.8,53.26,26.35,23.64,0.0,1.0,386.5,49.925,2416.5,1750.0,666.5,20.5,59.5,630.5,374.0,256.5,4.5,23.5,231.5,309.0,79.0,1463.5,495468.5,59.27,38.25,13.22,59.02,41.94,4.54,55.0,2341.0,2204.0,2492.0,74.92,27.0,57.92,43.66,43.34,32.15,28.33,1.0,0.0
4.0,12.0,13.0,5.0,401.0,50.19,3051.5,2246.0,805.5,27.5,74.0,523.0,291.5,231.5,4.0,22.0,344.5,407.0,55.5,1604.0,680028.5,42.53,48.2,20.34,58.46,41.69,5.51,93.5,2540.0,2402.0,2691.5,75.57,26.97,60.04,41.16,42.35,35.06,25.08,2.5,1.5,414.5,49.96,3351.0,2652.5,698.5,34.5,63.5,684.0,521.0,163.0,6.5,14.0,409.0,829.5,129.5,1575.0,664233.0,50.22,42.3,16.69,53.32,44.1,7.56,66.5,2533.0,2397.0,2658.5,73.44,31.93,72.16,30.87,55.08,33.54,15.84,1.5,2.5
4.0,8.0,4.0,1.0,440.5,50.635,2568.0,1883.5,684.5,21.5,56.5,544.5,321.0,223.5,4.5,19.5,385.0,198.5,56.5,1592.5,527468.5,44.01,42.14,20.1,57.85,43.22,5.46,47.5,2250.5,2086.5,2393.5,72.6,29.25,56.84,45.89,40.96,33.33,29.39,1.0,0.5,397.5,49.855,2302.5,1702.5,600.0,21.5,54.5,591.5,414.5,177.0,5.5,16.5,297.5,428.5,143.5,1571.0,515301.5,47.34,42.1,25.18,58.93,40.81,2.98,64.0,2211.0,1995.0,2421.0,75.66,37.75,67.15,36.1,50.69,29.72,23.4,0.5,1.0
1.0,5.0,5.0,2.0,431.0,49.945,2376.0,1887.0,489.0,23.0,42.0,505.0,353.0,152.0,4.0,13.0,355.5,357.5,46.5,1564.0,492465.5,44.36,41.5,18.35,59.29,41.88,5.86,50.0,2345.0,2059.0,2618.0,73.36,27.39,62.04,39.1,45.35,33.32,23.64,1.0,1.0,427.5,49.145,2329.5,1632.5,697.0,19.0,55.5,720.5,462.0,258.5,5.0,19.5,332.5,276.0,40.5,1559.0,489451.5,47.16,35.19,19.93,58.98,43.11,8.51,94.0,2320.0,2352.5,2286.0,80.71,27.03,66.29,34.99,49.8,35.14,21.8,1.0,1.0
1.0,4.0,10.0,3.0,404.5,45.99,2181.0,1587.0,594.0,18.0,52.5,602.0,458.0,144.0,5.0,13.0,344.0,192.0,25.5,1495.0,470805.0,48.58,37.89,15.15,60.1,46.4,5.57,45.0,2297.5,2081.0,2439.0,71.92,32.75,66.96,38.78,47.14,34.68,23.84,0.5,2.5,431.5,51.44,2431.0,1768.5,662.5,23.0,56.5,737.5,590.5,147.0,7.5,15.0,289.5,507.0,163.5,1530.0,492107.0,46.25,42.4,14.66,61.06,39.2,5.26,70.5,2209.0,2055.0,2425.0,79.45,26.96,59.91,42.79,43.74,33.37,26.73,2.5,0.5
2.0,7.0,9.0,4.0,393.5,54.22,2277.5,1688.0,589.5,21.5,48.5,521.0,347.5,173.5,4.5,15.5,365.0,448.0,103.5,1545.5,494792.5,45.89,39.98,17.16,56.83,44.48,4.55,41.0,2318.0,2312.5,2316.0,77.6,27.5,67.16,35.28,49.81,32.82,20.02,1.0,2.0,437.0,52.125,2598.5,1964.0,634.5,22.5,57.0,562.5,298.0,264.5,3.0,23.0,343.0,305.0,3.5,1490.0,484570.0,50.78,38.04,17.12,59.94,39.8,6.09,62.5,2410.0,2178.0,2601.0,77.37,25.34,66.88,37.97,48.79,35.49,24.38,2.0,1.0
5.0,10.0,9.0,3.0,415.5,50.6,2609.5,2090.0,519.5,24.0,47.0,531.0,355.0,176.0,4.0,15.5,434.5,315.0,41.0,1584.5,528646.5,44.07,43.28,15.39,63.24,40.99,5.11,36.0,2550.0,2293.0,2795.5,75.46,31.03,64.11,41.88,49.37,31.58,27.5,1.5,0.5,423.0,45.565,2643.0,1871.0,772.0,22.0,68.5,630.0,347.0,283.0,4.0,25.0,249.0,350.0,62.0,1600.5,527109.0,43.87,44.0,18.18,51.42,47.72,6.95,41.0,2363.0,2291.5,2378.5,71.88,37.42,62.36,38.23,49.4,33.21,24.71,0.5,1.5
0.0,3.0,8.0,1.0,469.5,48.145,2360.5,1836.5,524.0,22.0,41.5,603.0,425.5,177.5,5.0,15.0,548.5,246.0,38.0,1619.0,493877.0,39.64,39.81,24.26,58.29,46.3,1.29,43.0,2194.0,2185.0,2220.0,73.99,32.6,61.59,45.3,49.48,31.78,28.69,0.5,1.0,354.0,52.985,1855.5,1189.5,666.0,16.0,54.5,539.5,248.0,291.5,3.5,22.0,472.5,400.5,87.0,1545.0,473763.5,54.9,41.23,21.56,62.2,38.61,2.3,38.0,2250.0,2253.0,2262.5,77.66,37.44,61.26,41.56,46.16,35.18,25.2,1.0,0.5
6.0,12.0,10.0,5.0,429.0,49.94,2827.5,2121.0,706.5,25.0,60.5,702.0,499.0,203.0,6.0,17.0,507.0,339.5,101.5,1578.5,563103.0,45.27,40.05,17.93,53.63,42.69,8.52,48.5,2509.5,2411.0,2636.0,73.45,28.16,65.05,40.22,46.48,34.22,23.6,1.0,1.0,341.5,46.16,2413.0,1715.0,698.0,21.5,59.0,508.5,321.0,187.5,4.0,16.0,380.5,450.5,78.0,1534.0,546062.0,54.67,34.36,22.16,61.82,43.5,4.74,32.0,2681.5,2508.5,2808.0,75.15,28.03,69.44,31.7,50.18,35.32,16.99,1.0,1.0
0.0,4.0,4.0,2.0,420.5,48.53,1158.5,838.0,320.5,9.5,26.0,219.0,100.0,119.0,1.0,7.5,193.0,66.5,0.0,1523.0,255851.0,46.19,41.38,13.91,59.57,48.2,5.3,21.0,2283.0,2267.5,2252.0,72.97,28.61,66.76,40.11,51.88,32.51,22.34,0.5,0.5,457.0,49.865,1350.0,1013.0,337.0,12.0,30.0,368.5,235.5,133.0,2.5,12.0,241.5,192.5,17.0,1509.5,252702.5,54.99,44.89,17.2,64.58,35.28,3.49,32.0,2347.0,1905.5,2608.5,81.92,30.58,61.18,45.57,47.54,31.03,29.56,0.5,0.5
5.0,8.0,8.0,2.0,469.5,51.06,2674.0,2077.5,596.5,25.0,52.0,583.0,454.0,129.0,5.0,12.0,580.5,399.5,46.0,1600.0,505021.5,44.98,48.12,16.48,58.55,38.97,5.2,51.5,2359.5,2155.0,2561.5,76.74,24.17,63.81,36.28,46.31,33.64,21.47,1.5,0.5,451.5,41.485,2547.5,1881.0,666.5,22.0,58.5,570.0,375.0,195.0,4.5,17.5,402.5,316.5,75.5,1564.5,491726.0,44.43,40.72,17.59,62.52,45.26,4.04,86.0,2521.0,2416.5,2589.5,75.53,30.55,71.55,36.8,52.5,35.28,21.26,0.5,1.5
6.0,8.0,5.0,1.0,402.0,48.215,2043.0,1502.5,540.5,18.5,47.5,367.0,228.5,138.5,3.0,11.5,257.5,326.0,70.5,1547.0,456761.5,52.7,43.19,17.62,62.85,37.93,3.13,39.0,2432.5,2394.0,2500.0,79.59,22.6,66.64,36.7,47.56,37.17,19.22,2.0,1.0,408.5,44.53,2059.5,1544.0,515.5,17.0,41.0,303.0,200.0,103.0,2.0,8.5,352.0,157.0,0.0,1535.5,442295.0,51.75,44.42,16.17,58.82,38.37,3.78,30.0,2497.0,2393.0,2613.5,68.13,33.1,69.71,32.99,49.07,37.17,16.18,1.0,2.0
4.0,5.0,2.0,0.0,442.0,53.035,1986.0,1462.5,523.5,17.5,49.0,443.0,314.5,128.5,4.5,12.5,378.0,281.0,142.5,1691.0,433075.5,36.37,47.8,24.27,58.74,43.02,4.99,36.0,2755.5,2573.0,2996.5,79.75,25.29,59.59,42.38,43.33,37.38,23.88,1.0,0.0,431.5,52.885000000000005,1896.0,1366.0,530.0,19.5,45.0,497.0,313.0,184.0,3.5,16.5,234.0,612.0,43.5,1580.5,400343.5,42.84,43.3,19.73,56.46,38.81,6.29,61.0,2515.0,1967.5,2891.0,64.49,40.79,67.19,37.36,47.03,39.06,21.63,0.0,1.0
5.0,8.0,15.0,4.0,381.0,54.89,2572.5,1973.5,599.0,24.5,54.5,457.5,307.5,150.0,3.5,14.5,349.5,484.5,51.5,1530.0,539812.0,50.39,39.6,15.79,59.67,43.29,4.63,74.0,2467.0,2297.0,2633.5,72.99,29.12,74.63,30.75,60.74,29.58,16.28,1.5,0.5,479.5,41.96,2754.5,2039.5,715.0,23.5,64.0,598.0,304.5,293.5,3.5,26.5,488.5,290.5,44.5,1653.0,577548.0,41.34,42.06,22.36,53.76,48.14,5.38,58.0,2365.0,2093.5,2684.5,75.77,30.36,53.58,48.62,38.97,35.06,31.32,0.5,1.5
2.0,13.0,7.0,1.0,403.0,48.815,2694.0,1911.5,782.5,24.5,63.5,701.0,509.0,192.0,6.0,16.5,317.0,358.0,41.5,1507.5,599743.0,51.86,41.32,16.72,55.15,42.37,5.46,54.0,2373.5,2241.0,2478.0,69.36,30.84,59.02,42.64,43.27,32.31,27.03,2.0,0.5,382.0,53.04,2611.5,1801.0,810.5,23.0,73.0,599.0,367.5,231.5,5.5,21.0,242.5,525.0,183.5,1492.5,583856.5,48.06,38.14,14.62,58.46,43.45,4.5,33.0,2350.5,2296.5,2420.5,82.62,29.22,71.38,39.21,54.81,31.12,24.43,0.5,2.0
3.0,10.0,4.0,4.0,417.0,48.725,2484.0,1964.0,520.0,22.5,45.5,407.0,223.5,183.5,2.5,16.0,432.5,242.0,19.0,1585.0,530719.5,48.45,44.41,16.72,58.12,43.0,6.93,58.0,2492.5,2302.0,2639.5,70.82,31.5,62.31,38.37,45.33,37.48,22.04,1.0,2.5,439.0,51.605,2830.5,2246.0,584.5,26.5,52.5,459.0,294.0,165.0,4.0,15.0,531.0,389.5,109.0,1603.0,546307.5,50.85,38.97,22.8,54.64,44.39,6.61,62.5,2403.0,2140.5,2699.5,78.89,27.66,68.16,36.71,48.81,36.57,20.64,2.5,1.0
